WiktionaryCode	iso-639-3	Canonical name	Family	Scripts	Lang Package Python
tux	tux	Tuxináwa	Panoan	Latn	Tuxináwa
tuy	tuy	Tugen	Nandi-Markweta		Tugen
tuz	tuz	Turka	Gur	Latn	Turka
tva	tva	Vaghua	Western Oceanic	Latn	Vaghua
tvd	tvd	Tsuvadi	Kambari		Tsuvadi
tve	tve	Te'un	Central-Eastern Malayo-Polynesian	Latn	Te'un
tvk	tvk	Southeast Ambrym	North-Central Vanuatu	Latn	Southeast Ambrym
tvl	tvl	Tuvaluan	Nuclear Polynesian	Latn	Tuvalu
tvm	tvm	Tela-Masbuar	Timoric		Tela-Masbuar
tvn	tvn	Tavoyan	Burmish	Mymr	Tavoyan
tvo	tvo	Tidore	North Halmahera	Latn, Arab	Tidore
tvs	tvs	Taveta	Pare		Taveta
tvt	tvt	Tutsa Naga	Tangsa-Nocte		Tutsa Naga
tvu	tvu	Tunen	West Mbam		Tunen
tvw	tvw	Sedoa	Kaili-Pamona		Sedoa
tvx	tvx	Taivoan	Austronesian	Latn	Taivoan
tvy	tvy	Timor Pidgin	creole or pidgin		Timor Pidgin
twa	twa	Twana	Salishan		Twana
twb	twb	Western Tawbuid	Philippine		Western Tawbuid
twc	twc	Teshenawa	Philippine		Teshenawa
twe	twe	Teiwa	Trans-New Guinea	Latn	Tewa (Indonesia)
twf	twf	Taos	Kiowa-Tanoan	Latn	Northern Tiwa
twg	twg	Tereweng	Timor-Alor-Pantar		Tereweng
twh	twh	Tai Dón	Southwestern Tai	Tavt	Tai Dón
twm	twm	Tawang Monpa	East Bodish	Tibt	Tawang Monpa
twn	twn	Twendi	Mambiloid		Twendi
two	two	Tswapong	Sotho-Tswana		Tswapong
twp	twp	Ere	Admiralty Islands	Latn	Ere
twq	twq	Tasawaq	Songhay		Tasawaq
twr	twr	Southwestern Tarahumara	Taracahitic	Latn	Southwestern Tarahumara
twt	twt	Turiwára	Tupi-Guarani	Latn	Turiwára
twu	twu	Termanu	Timoric		Termanu
tww	tww	Tuwari	Sepik		Tuwari
twy	twy	Tawoyan	East Barito		Tawoyan
txa	txa	Tombonuo	Sabahan		Tombonuo
txb	txb	Tocharian B	Tocharian	Latn	Tokharian B
txc	txc	Tsetsaut	North Athabaskan	Latn	Tsetsaut
txe	txe	Totoli	Tomini-Tolitoli	Latn	Totoli
txg	txg	Tangut	Qiangic	Tang	Tangut
txh	txh	Thracian	Indo-European	Latn, Grek	Thracian
txi	txi	Ikpeng	Pekodian	Latn	Ikpeng
txj	txj	Tarjumo	Saharan	Latn, Arab	Tarjumo
txm	txm	Tomini	Malayo-Polynesian		Tomini
txn	txn	West Tarangan	Malayo-Polynesian		West Tarangan
txo	txo	Toto	Dhimalish	Beng, Toto	Toto
txq	txq	Tii	Timoric		Tii
txr	txr	Tartessian			Tartessian
txs	txs	Tonsea	Philippine		Tonsea
txt	txt	Citak	Trans-New Guinea		Citak
txu	txu	Kayapó	Northern Jê	Latn	Kayapó
txx	txx	Tatana	Sabahan		Tatana
tya	tya	Tauya	Madang		Tauya
tye	tye	Kyenga	Bisa-Busa	Latn	Kyanga
tyh	tyh	O'du	Mon-Khmer		O'du
tyi	tyi	Teke-Tsaayi	Nzebi		Teke-Tsaayi
tyj	tyj	Tai Do	Northern Tai		Tai Do
tyl	tyl	Thu Lao	Central Tai		Thu Lao
tyn	tyn	Kombai	Trans-New Guinea		Kombai
typ	typ	Kuku-Thaypan	Paman	Latn	Thaypan
tyr	tyr	Tai Daeng	Southwestern Tai	Tavt	Tai Daeng
tys	tys	Sapa	Sapa-Southwestern Tai	Latn	Tày Sa Pa
tyt	tyt	Tày Tac	Southwestern Tai		Tày Tac
tyu	tyu	Kua	Kalahari Khoe		Kua
tyv	tyv	Tuvan	Siberian Turkic	Cyrl	Tuvinian
tyx	tyx	Teke-Tyee	Nzebi		Teke-Tyee
tyz	tyz	Tày	Tày	Latn, Hani	Tày
tza	tza	Tanzanian Sign Language	sign		Tanzanian Sign Language
tzh	tzh	Tzeltal	Mayan	Latn	Tzeltal
tzj	tzj	Tz'utujil	Mayan	Latn	Tz'utujil
tzl	tzl	Talossan	constructed	Latn	Talossan
tzm	tzm	Central Atlas Tamazight	Berber	Tfng, Arab, Latn	Central Atlas Tamazight
tzn	tzn	Tugun	Timoric		Tugun
tzo	tzo	Tzotzil	Mayan	Latn	Tzotzil
tzx	tzx	Tabriak	Lower Sepik	Latn	Tabriak
uam	uam	Uamué			Uamué
uan	uan	Kuan			Kuan
uar	uar	Tairuma	Trans-New Guinea		Tairuma
uba	uba	Ubang	Bendi	Latn	Ubang
ubi	ubi	Ubi			Ubi
ubl	ubl	Buhi'non Bikol	Philippine		Buhi'non Bikol
ubr	ubr	Ubir	Western Oceanic	Latn	Ubir
ubu	ubu	Umbu-Ungu	Trans-New Guinea		Umbu-Ungu
uby	uby	Ubykh	Northwest Caucasian	Cyrl, Latn	Ubykh
uda	uda	Uda	Lower Cross River		Uda
ude	ude	Udihe	Tungusic	Cyrl	Udihe
udg	udg	Muduga	Dravidian		Muduga
udi	udi	Udi	Eastern Samur	Cyrl, Latn, Armn, Geor	Udi
udj	udj	Ujir	Central-Eastern Malayo-Polynesian		Ujir
udl	udl	Uldeme	Central Chadic		Wuzlam
udm	udm	Udmurt	Permic	Cyrl	Udmurt
udu	udu	Uduk	Koman		Uduk
ues	ues	Kioko			Kioko
ufi	ufi	Ufim	Finisterre	Latn	Ufim
uga	uga	Ugaritic	Northwest Semitic	Ugar	Ugaritic
ugb	ugb	Kuku-Ugbanh			Kuku-Ugbanh
uge	uge	Ughele	Western Oceanic		Ughele
ugn	ugn	Ugandan Sign Language	sign		Ugandan Sign Language
ugo	ugo	Gong	Lolo-Burmese	Thai	Ugong
ugy	ugy	Uruguayan Sign Language	sign		Uruguayan Sign Language
uha	uha	Uhami	Northwestern Edoid	Latn	Uhami
uhn	uhn	Damal			Damal
uis	uis	Uisai	South Bougainville		Uisai
uiv	uiv	Iyive	Central Tivoid	Latn	Iyive
uji	uji	Tanjijili	South Plateau		Tanjijili
uka	uka	Kaburi			Kaburi
ukg	ukg	Ukuriguma	Madang		Ukuriguma
ukh	ukh	Ukhwejo	Bekwilic		Ukhwejo
ukk	ukk	Muak Sa-aak	Palaungic		Muak Sa-aak
ukl	ukl	Ukrainian Sign Language	sign		Ukrainian Sign Language
ukp	ukp	Ukpe-Bayobiri	Bendi	Latn	Ukpe-Bayobiri
ukq	ukq	Ukwa	Ibibio-Efik		Ukwa
uks	uks	Kaapor Sign Language	sign		Urubú-Kaapor Sign Language
uku	uku	Ukue	Northwestern Edoid	Latn	Ukue
ukw	ukw	Ukwuani-Aboh-Ndoni	Atlantic-Congo	Latn	Ukwuani-Aboh-Ndoni
uky	uky	Kuuk Yak	Southwest Pama-Nyungan	Latn	Kuuk-Yak
ula	ula	Fungwa	Shiroro		Fungwa
ulb	ulb	Olukumi	Yoruboid		Ulukwumi
ulc	ulc	Ulch	Tungusic	Cyrl, Latn	Ulch
ule	ule	Lule		Latn	Lule
ulf	ulf	Afra	Pauwasi		Usku
uli	uli	Ulithian	Micronesian		Ulithian
ulk	ulk	Meriam	Trans-New Guinea	Latn	Meriam Mir
ull	ull	Ullatan	Dravidian		Ullatan
ulm	ulm	Ulumanda'			Ulumanda'
uln	uln	Unserdeutsch	creole or pidgin	Latn	Unserdeutsch
ulu	ulu	Uma' Lung	North Sarawakan		Uma' Lung
ulw	ulw	Ulwa			Ulwa
uma	uma	Umatilla	Sahaptian	Latn	Umatilla
umb	umb	Umbundu	Bantu	Latn	Umbundu
umc	umc	Marrucinian	Osco-Umbrian	Latn, Ital	Marrucinian
umd	umd	Umbindhamu	Paman		Umbindhamu
umg	umg	Umbuygamu	Paman		Morrobalama
umi	umi	Ukit			Ukit
umm	umm	Umon	North-South Upper Cross River	Latn	Umon
umn	umn	Makyan Naga	Konyak-Chang		Makyan Naga
umo	umo	Umotína	Macro-Jê		Umotína
ump	ump	Umpila	Paman	Latn	Umpila
umr	umr	Umbugarla			Umbugarla
ums	ums	Pendau	Tomini-Tolitoli		Pendau
umu	umu	Munsee	Lenape	Latn	Munsee
una	una	North Watut	Western Oceanic	Latn	North Watut
und	und	Undetermined	not a family	All	Undetermined
une	une	Uneme	Yekhee	Latn	Uneme
ung	ung	Ngarinyin	Worrorran	Latn	Ngarinyin
unk	unk	Enawené-Nawé	Arawakan	Latn	Enawené-Nawé
unm	unm	Unami	Lenape	Latn	Unami
unn	unn	Kurnai	Pama-Nyungan	Latn	Kurnai
unr	unr	Mundari	Munda	Deva	Mundari
unu	unu	Unubahe			Unubahe
unx	unx	Munda	Munda	Latn	Munda
unz	unz	Unde Kaili	Kaili-Pamona	Latn	Unde Kaili
uon	uon	Kulon	Austronesian	Latn	Kulon
upi	upi	Umeda	Border		Umeda
upv	upv	Uripiv-Wala-Rano-Atchin	North-Central Vanuatu	Latn	Uripiv-Wala-Rano-Atchin
ura	ura	Urarina			Urarina
urb	urb	Urubú-Kaapor	Tupi-Guarani	Latn	Urubú-Kaapor
urc	urc	Urningangg			Urningangg
ure	ure	Uru			Uru
urf	urf	Uradhi	Pama-Nyungan	Latn	Uradhi
urg	urg	Urigina	Trans-New Guinea	Latn	Urigina
urh	urh	Urhobo	Southwestern Edoid	Latn	Urhobo
uri	uri	Urim	Torricelli	Latn	Urim
urk	urk	Urak Lawoi'	Malayic	Thai	Urak Lawoi'
url	url	Urali	Dravidian	Knda	Urali
urm	urm	Urapmin	Ok		Urapmin
urn	urn	Uruangnirin	Central-Eastern Malayo-Polynesian	Latn	Uruangnirin
uro	uro	Ura (New Guinea)	Baining	Latn	Ura (Papua New Guinea)
urp	urp	Uru-Pa-In	Tupi-Guarani	Latn	Uru-Pa-In
urr	urr	Lehalurup			Lehalurup
urt	urt	Urat	Torricelli	Latn	Urat
uru	uru	Urumi	Tupian	Latn	Urumi
urv	urv	Uruava	Western Oceanic	Latn	Uruava
urw	urw	Sop	Madang	Latn	Sop
urx	urx	Urimo	Torricelli	Latn	Urimo
ury	ury	Orya	Tor-Kwerba	Latn	Orya
urz	urz	Uru-Eu-Wau-Wau	Tupi-Guarani	Latn	Uru-Eu-Wau-Wau
usa	usa	Usarufa	Kainantu-Goroka	Latn	Usarufa
ush	ush	Ushojo	Dardic		Ushojo
usi	usi	Usui			Usui
usk	usk	Usaghade	Lower Cross River	Latn	Usaghade
usp	usp	Uspanteco	Mayan	Latn	Uspanteco
uss	uss	Saare	Northwest Kainji	Latn	us-Saare
usu	usu	Uya			Uya
uta	uta	Otank	Central Tivoid	Latn	Otank
ute	ute	Ute	Numic	Latn	Ute-Southern Paiute
uth	uth	Hun	Northwest Kainji	Latn	ut-Hun
utp	utp	Aba	Oceanic	Latn	Amba (Solomon Islands)
utr	utr	Etulo	Idomoid	Latn	Etulo
utu	utu	Utu	Madang		Utu
uum	uum	Urum	Kipchak-Cuman	Cyrl	Urum
uur	uur	Ura (Vanuatu)	Oceanic	Latn	Ura (Vanuatu)
uuu	uuu	U	Palaungic		U
uve	uve	West Uvean	Nuclear Polynesian	Latn	West Uvean
uvh	uvh	Uri	Finisterre	Latn	Uri
uvl	uvl	Lote	Western Oceanic	Latn	Lote
uwa	uwa	Kuku-Uwanh	Paman		Kuku-Uwanh
uya	uya	Doko-Uyanga	Upper Cross River	Latn	Doko-Uyanga
vaa	vaa	Vaagri Booli			Vaagri Booli
vae	vae	Vale	Vale		Vale
vag	vag	Vagla	Western Gurunsi		Vagla
vah	vah	Varhadi	Southern Indo-Aryan	Deva, Modi	Varhadi-Nagpuri
vai	vai	Vai	Vai-Kono	Vaii	Vai
vaj	vaj	Sekele			Sekele
val	val	Vehes			Vehes
vam	vam	Vanimo	Sko		Vanimo
van	van	Valman	Torricelli		Valman
vao	vao	Vao	North-Central Vanuatu		Vao
vap	vap	Vaiphei	Kukish		Vaiphei
var	var	Huarijio	Taracahitic	Latn	Huarijio
vas	vas	Vasavi			Vasavi
vau	vau	Vanuma	Nyali		Vanuma
vav	vav	Varli	Southern Indo-Aryan	Deva, Gujr	Varli
vay	vay	Vayu	Western Kiranti		Wayu
vbb	vbb	Southeast Babar	Timoric		Southeast Babar
vbk	vbk	Southwestern Bontoc	Philippine	Latn	Southwestern Bontok
vec	vec	Venetian	Romance	Latn	Venetian
ved	ved	Veddah			Veddah
vem	vem	Vemgo-Mabas			Vemgo-Mabas
veo	veo	Ventureño	Chumashan	Latn	Ventureño
vep	vep	Veps	Finnic	Latn	Veps
ver	ver	Mom Jango	Duru		Mom Jango
vgr	vgr	Vaghri	Bhil	Gujr	Vaghri
vgt	vgt	Flemish Sign Language	sign		Vlaamse Gebarentaal
vic	vic	Virgin Islands Creole	creole or pidgin	Latn	Virgin Islands Creole English
vid	vid	Vidunda	Ruvu		Vidunda
vif	vif	Vili	Kongo		Vili
vig	vig	Viemo	Savanna		Viemo
vil	vil	Vilela			Vilela
vis	vis	Vishavan	Dravidian		Vishavan
vit	vit	Viti	Grassfields		Viti
viv	viv	Iduna	Western Oceanic		Iduna
vka	vka	Kariyarra	Ngayarda	Latn	Kariyarra
vkj	vkj	Kujarge			Kujarge
vkk	vkk	Kaur			Kaur
vkl	vkl	Kulisusu	Bungku-Tolaki		Kulisusu
vkm	vkm	Kamakan	Macro-Jê	Latn	Kamakan
vko	vko	Kodeoha			Kodeoha
vkp	vkp	Korlai Creole Portuguese	creole or pidgin	Latn	Korlai Creole Portuguese
vkt	vkt	Tenggarong Kutai Malay			Tenggarong Kutai Malay
vku	vku	Kurrama	Ngayarda	Latn	Kurrama
vlp	vlp	Valpei	North-Central Vanuatu		Valpei
vls	vls	West Flemish	West Germanic	Latn	Vlaams
vma	vma	Martuthunira	Ngayarda	Latn	Martuyhunira
vmb	vmb	Mbabaram	Pama-Nyungan	Latn	Barbaram
vmc	vmc	Juxtlahuaca Mixtec	Mixtec	Latn	Juxtlahuaca Mixtec
vmd	vmd	Mudu Koraga	Dravidian	Knda	Mudu Koraga
vme	vme	East Masela	Timoric		East Masela
vmf	vmf	East Franconian	West Germanic	Latn	Mainfränkisch
vmg	vmg	Minigir	Western Oceanic	Latn	Lungalunga
vmh	vmh	Maraghei	Tatic		Maraghei
vmi	vmi	Miwa	Worrorran		Miwa
vmj	vmj	Ixtayutla Mixtec	Mixtec	Latn	Ixtayutla Mixtec
vmk	vmk	Makhuwa-Shirima	Makua	Latn	Makhuwa-Shirima
vml	vml	Malgana	Southwest Pama-Nyungan	Latn	Malgana
vmm	vmm	Mitlatongo Mixtec	Mixtec	Latn	Mitlatongo Mixtec
vmp	vmp	Soyaltepec Mazatec		Latn	Soyaltepec Mazatec
vmq	vmq	Soyaltepec Mixtec	Mixtec	Latn	Soyaltepec Mixtec
vmr	vmr	Marenje	Makua		Marenje
vmu	vmu	Muluridyi			Muluridyi
vmv	vmv	Valley Maidu	Maiduan	Latn	Valley Maidu
vmw	vmw	Makhuwa	Makua	Latn	Makhuwa
vmx	vmx	Tamazola Mixtec	Mixtec	Latn	Tamazola Mixtec
vmy	vmy	Ayautla Mazatec		Latn	Ayautla Mazatec
vmz	vmz	Mazatlán Mazatec	Mazatecan	Latn	Mazatlán Mazatec
vnk	vnk	Lovono	Oceanic		Vano
vnm	vnm	Neve'ei	North-Central Vanuatu		Vinmavis
vnp	vnp	Vunapu	North-Central Vanuatu		Vunapu
vor	vor	Voro	Yungur		Voro
vot	vot	Votic	Finnic	Latn	Votic
vra	vra	Vera'a		Latn	Vera'a
vro	vro	Võro	Finnic	Latn	Võro
vrs	vrs	Varisi	Western Oceanic		Varisi
vrt	vrt	Banam Bay	North-Central Vanuatu		Burmbar
vsi	vsi	Moldova Sign Language	sign		Moldova Sign Language
vsl	vsl	Venezuelan Sign Language	sign		Venezuelan Sign Language
vsv	vsv	Valencian Sign Language	sign		Valencian Sign Language
vto	vto	Vitou	Tor-Kwerba		Vitou
vum	vum	Vumbu	Sira		Vumbu
vun	vun	Vunjo	Chaga	Latn	Vunjo
vut	vut	Vute	Mambiloid	Latn	Vute
vwa	vwa	Awa (China)	Palaungic		Awa (China)
waa	waa	Walla Walla	Sahaptian	Latn	Walla Walla
wab	wab	Wab	Western Oceanic	Latn	Wab
wac	wac	Wasco-Wishram	Chinookan	Latn	Wasco-Wishram
wad	wad	Wandamen	Halmahera-Cenderawasih	Latn	Wamesa
waf	waf	Wakoná			Wakoná
wag	wag	Wa'ema	Western Oceanic	Latn	Wa'ema
wah	wah	Watubela	Central Maluku	Latn	Watubela
waj	waj	Waffa	Kainantu-Goroka	Latn	Waffa
wal	wal	Wolaytta	North Ometo		Wolaytta
wam	wam	Massachusett	Eastern Algonquian	Latn	Wampanoag
wan	wan	Wan	Nwa-Beng		Wan
wao	wao	Wappo			Wappo
wap	wap	Wapishana	Arawakan	Latn	Wapishana
waq	waq	Wageman	Gunwinyguan	Latn	Wagiman
war	war	Waray-Waray	Philippine	Latn	Waray (Philippines)
was	was	Washo			Washo
wat	wat	Kaninuwa	Western Oceanic	Latn	Kaninuwa
wau	wau	Wauja	Arawakan	Latn	Waurá
wav	wav	Waka	Mumuye-Yendang		Waka
waw	waw	Waiwai	Parukotoan	Latn	Waiwai
wax	wax	Watam	Papuan	Latn	Watam
way	way	Wayana	Guianan	Latn	Wayana
waz	waz	Wampur	Western Oceanic	Latn	Wampur
wba	wba	Warao	isolate	Latn	Warao
wbb	wbb	Wabo	Halmahera-Cenderawasih	Latn	Wabo
wbe	wbe	Waritai	Lakes Plain	Latn	Waritai
wbf	wbf	Wara	Wara-Natyoro		Wara
wbh	wbh	Wanda	Mwika		Wanda
wbi	wbi	Wanji	Bena-Kinga	Latn	Vwanji
wbj	wbj	Alagwa	South Cushitic		Alagwa
wbk	wbk	Waigali	Southern Nuristani		Waigali
wbl	wbl	Wakhi	Saka-Wakhi	Cyrl, Latn, Arab	Wakhi
wbm	wbm	Wa	Palaungic		Wa
wbp	wbp	Warlpiri	Pama-Nyungan	Latn	Warlpiri
wbq	wbq	Waddar	Dravidian		Waddar
wbr	wbr	Wagdi	Bhil		Wagdi
wbt	wbt	Wanman			Warnman
wbv	wbv	Wajarri	Southwest Pama-Nyungan	Latn	Wajarri
wbw	wbw	Woi	Halmahera-Cenderawasih	Latn	Woi
wca	wca	Yanomámi			Yanomámi
wci	wci	Waci Gbe	Gbe		Waci Gbe
wdd	wdd	Wandji	Nzebi		Wandji
wdg	wdg	Wadaginam			Wadaginam
wdj	wdj	Wadjiginy			Wadjiginy
wdt	wdt	Wendat	North Iroquoian	Latn	Wendat
wdu	wdu	Wadjigu			Wadjigu
wdy	wdy	Wadjabangayi			Wadjabangayi
wea	wea	Wewaw			Wewaw
wec	wec	Wè Western	Wee		Wè Western
wed	wed	Wedau	Western Oceanic	Latn	Wedau
weh	weh	Weh	Western Ring		Weh
wei	wei	Kiunum			Kiunum
wem	wem	Weme Gbe	Gbe		Weme Gbe
weo	weo	Wemale	Central Maluku		Wemale
wer	wer	Weri	Papuan		Weri
wes	wes	Cameroon Pidgin	creole or pidgin	Latn	Cameroon Pidgin
wet	wet	Perai	Timoric		Perai
weu	weu	Welaung	Kukish		Rawngtu Chin
wew	wew	Weyewa	Central-Eastern Malayo-Polynesian	Latn	Wejewa
wfg	wfg	Yafi	Pauwasi		Yafi
wga	wga	Wagaya	Pama-Nyungan		Wagaya
wgb	wgb	Wagawaga			Wagawaga
wgg	wgg	Wangganguru	Karnic	Latn	Wangkangurru
wgi	wgi	Wahgi			Wahgi
wgo	wgo	Waigeo	Halmahera-Cenderawasih		Waigeo
wgu	wgu	Wirangu	Pama-Nyungan	Latn	Wirangu
wgy	wgy	Warrgamay	Pama-Nyungan	Latn	Warrgamay
wha	wha	Manusela	Central Maluku		Sou Upaa
whg	whg	North Wahgi	Trans-New Guinea		North Wahgi
whk	whk	Wahau Kenyah	North Sarawakan		Wahau Kenyah
whu	whu	Wahau Kayan			Wahau Kayan
wib	wib	Southern Toussian	Savanna		Southern Toussian
wic	wic	Wichita	Caddoan	Latn	Wichita
wie	wie	Wik-Epa	Paman		Wik-Epa
wif	wif	Wik-Keyangan	Paman		Wik-Keyangan
wig	wig	Wik-Ngathana	Paman		Wik Ngathan
wih	wih	Wik-Me'anha	Paman		Wik-Me'anha
wii	wii	Minidien	Torricelli	Latn	Minidien
wij	wij	Wik-Iiyanh	Paman		Wik-Iiyanh
wik	wik	Wikalkan	Paman		Wikalkan
wil	wil	Wilawila	Worrorran		Wilawila
wim	wim	Wik-Mungkan	Paman	Latn	Wik-Mungkan
win	win	Winnebago	Mississippi Valley Siouan	Latn	Ho-Chunk
wir	wir	Wiraféd	Tupi-Guarani	Latn	Wiraféd
wiu	wiu	Wiru	Papuan		Wiru
wiv	wiv	Muduapa	Western Oceanic	Latn	Vitu
wiy	wiy	Wiyot	Algic	Latn	Wiyot
wja	wja	Waja	Waja-Kam		Waja
wji	wji	Warji			Warji
wka	wka	Kw'adza	South Cushitic		Kw'adza
wkb	wkb	Kumbaran	Dravidian		Kumbaran
wkd	wkd	Mo	Western Oceanic	Latn	Wakde
wkl	wkl	Kalanadi	Dravidian		Kalanadi
wku	wku	Kunduvadi	Dravidian		Kunduvadi
wkw	wkw	Wakawaka	Pama-Nyungan		Wakawaka
wky	wky	Wangkayutyuru	Karnic		Wangkayutyuru
wla	wla	Walio			Walio
wlc	wlc	Mwali Comorian	Comorian	Latn	Mwali Comorian
wle	wle	Wolane	Ethiopian Semitic		Wolane
wlg	wlg	Kunbarlang	Gunwinyguan	Latn	Kunbarlang
wli	wli	Waioli	North Halmahera		Waioli
wlk	wlk	Wailaki	Pacific Coast Athabaskan	Latn	Wailaki
wll	wll	Wali (Sudan)	Hill Nubian		Wali (Sudan)
wlm	wlm	Middle Welsh	Brythonic	Latn	Middle Welsh
wlo	wlo	Wolio	Wotu-Wolio	Latn, Arab	Wolio
wlr	wlr	Wailapa	North-Central Vanuatu	Latn	Wailapa
wls	wls	Wallisian	Nuclear Polynesian	Latn	Wallisian
wlu	wlu	Wuliwuli			Wuliwuli
wlv	wlv	Wichí Lhamtés Vejoz	Wichí	Latn	Wichí Lhamtés Vejoz
wlw	wlw	Walak			Walak
wlx	wlx	Wali (Ghana)	Moré	Latn	Wali (Ghana)
wly	wly	Waling	Central Kiranti		Waling
wmb	wmb	Wambaya	Mirndi		Wambaya
wmc	wmc	Wamas	Madang		Wamas
wmd	wmd	Mamaindé	Nambikwaran	Latn	Mamaindé
wme	wme	Wambule	Western Kiranti	Latn	Wambule
wmh	wmh	Waima'a	Timoric	Latn	Waima'a
wmi	wmi	Wamin			Wamin
wmm	wmm	Maiwa (Indonesia)	Malayo-Polynesian	Latn	Maiwa (Indonesia)
wmn	wmn	Waamwang	New Caledonian	Latn	Waamwang
wmo	wmo	Wam	Torricelli	Latn	Wom (Papua New Guinea)
wms	wms	Wambon	Trans-New Guinea	Latn	Wambon
wmt	wmt	Walmajarri	Pama-Nyungan	Latn	Walmajarri
wmw	wmw	Mwani	Swahili	Latn	Mwani
wmx	wmx	Womo	Sko	Latn	Womo
wnb	wnb	Wanambre	Trans-New Guinea	Latn	Wanambre
wnc	wnc	Wantoat	Finisterre	Latn	Wantoat
wnd	wnd	Wandarang	Arnhem	Latn	Wandarang
wne	wne	Waneci	Pathan	ps-Arab	Waneci
wng	wng	Wanggom	Trans-New Guinea	Latn	Wanggom
wni	wni	Ndzwani Comorian	Comorian	Latn	Ndzwani Comorian
wnk	wnk	Wanukaka	Malayo-Polynesian	Latn	Wanukaka
wnm	wnm	Wanggamala	Karnic	Latn	Wanggamala
wno	wno	Wano	Trans-New Guinea	Latn	Wano
wnp	wnp	Wanap	Torricelli	Latn	Wanap
wnu	wnu	Usan	Trans-New Guinea	Latn	Usan
wnw	wnw	Wintu	Wintuan	Latn	Wintu
wny	wny	Wanyi	Garawan	Latn	Wanyi
woa	woa	Tyaraity			Kuwema
wob	wob	Wè Northern	Wee		Wè Northern
woc	woc	Wogeo	Western Oceanic	Latn	Wogeo
wod	wod	Wolani	Trans-New Guinea	Latn	Wolani
woe	woe	Woleaian	Micronesian	Latn	Woleaian
wog	wog	Wogamusin	Sepik	Latn	Wogamusin
woi	woi	Kamang	Trans-New Guinea	Latn	Kamang
wok	wok	Longto	Duru	Latn	Longto
wom	wom	Perema	Leko	Latn	Wom (Nigeria)
won	won	Wongo	Bushoong	Latn	Wongo
woo	woo	Manombai	Malayo-Polynesian	Latn	Manombai
wor	wor	Woria	East Geelvink Bay	Latn	Woria
wos	wos	Hanga Hundi	Sepik	Latn	Hanga Hundi
wow	wow	Wawonii	Bungku-Tolaki	Latn	Wawonii
wpc	wpc	Wirö		Latn	Maco
wrb	wrb	Warluwara	Pama-Nyungan	Latn	Waluwarra
wrg	wrg	Warungu	Pama-Nyungan	Latn	Warungu
wrh	wrh	Wiradhuri	Central New South Wales	Latn	Wiradjuri
wri	wri	Wariyangga	Southwest Pama-Nyungan	Latn	Wariyangga
wrk	wrk	Garawa	Garawan	Latn	Garrwa
wrl	wrl	Warlmanpa	Pama-Nyungan		Warlmanpa
wrm	wrm	Warumungu	Pama-Nyungan	Latn	Warumungu
wrn	wrn	Warnang	Heiban		Warnang
wro	wro	Worora	Worrorran		Worrorra
wrp	wrp	Waropen	Halmahera-Cenderawasih	Latn	Waropen
wrr	wrr	Wardaman	Yangmanic		Wardaman
wrs	wrs	Waris	Border		Waris
wru	wru	Waru			Waru
wrv	wrv	Waruna			Waruna
wrw	wrw	Gugu Warra			Gugu Warra
wrx	wrx	Wae Rana			Wae Rana
wrz	wrz	Warray	Gunwinyguan		Waray (Australia)
wsa	wsa	Warembori			Warembori
wsi	wsi	Wusi	North-Central Vanuatu	Latn	Wusi
wsk	wsk	Waskia	Madang	Latn	Waskia
wsr	wsr	Owenia			Owenia
wss	wss	Wasa	Central Tano		Wasa
wsu	wsu	Wasu			Wasu
wsv	wsv	Wotapuri-Katarqalai	Dardic		Wotapuri-Katarqalai
wtf	wtf	Watiwa	Madang	Latn	Watiwa
wth	wth	Wathaurong	Pama-Nyungan	Latn	Wathawurrung
wti	wti	Berta			Berta
wtk	wtk	Watakataui	Sepik		Watakataui
wtm	wtm	Mewati	Western Indo-Aryan		Mewati
wtw	wtw	Wotu			Wotu
wua	wua	Wikngenchera	Paman		Wikngenchera
wub	wub	Wunambal	Worrorran		Wunambal
wud	wud	Wudu	Gbe	Latn	Wudu
wuh	wuh	Wutunhua			Wutunhua
wul	wul	Silimo	Trans-New Guinea		Silimo
wum	wum	Wumbvu	Kele	Latn	Wumbvu
wun	wun	Bungu	Mbeya	Latn	Bungu
wur	wur	Wurrugu	Iwaidjan		Wurrugu
wut	wut	Wutung	Sko	Latn	Wutung
wuu	wuu	Wu	Sinitic	Hani, Hant, Hans	Wu Chinese
wuv	wuv	Wuvulu-Aua	Admiralty Islands		Wuvulu-Aua
wux	wux	Wulna			Wulna
wuy	wuy	Wauyai	Halmahera-Cenderawasih		Wauyai
wwa	wwa	Waama	Eastern Oti-Volta	Latn	Waama
wwo	wwo	Dorig	North-Central Vanuatu		Wetamut
wwr	wwr	Warrwa			Warrwa
www	www	Wawa	Mambiloid	Latn	Wawa
wxa	wxa	Waxianghua	Sinitic	Hani, Hant, Hans	Waxianghua
wxw	wxw	Wardandi			Wardandi
wyb	wyb	Ngiyambaa	Central New South Wales	Latn	Wangaaybuwan-Ngiyambaa
wyi	wyi	Woiwurrung	Pama-Nyungan	Latn	Woiwurrung
wym	wym	Vilamovian	West Germanic	Latn	Wymysorys
wyr	wyr	Wayoró	Tupian		Wayoró
wyy	wyy	Western Fijian	Central-Eastern Oceanic		Western Fijian
xaa	xaa	Andalusian Arabic	Arabic	Arab, Latn	Andalusian Arabic
